Date-time,Day of year,Hour of day,F10.7 index (sfu),Solar wind speed (km/s),Bz index (nT),Dst index (nT),VTEC 10E 40N (TECU)
2018-08-21 19:00:00,233,19,69.4,543,1.2,-8,12.4
2018-08-21 20:00:00,233,20,69.4,527,1.0,-5,10.8
2018-08-21 21:00:00,233,21,69.4,521,1.2,-3,8.4
2018-08-21 22:00:00,233,22,69.4,542,0.5,-2,7.1
2018-08-21 23:00:00,233,23,69.4,538,0.6,-5,6.9
2018-08-22 00:00:00,234,0,68.4,531,-0.9,-6,5.5
2018-08-22 01:00:00,234,1,68.4,523,0.6,-5,5.2
2018-08-22 02:00:00,234,2,68.4,516,-2.7,-7,5.2
2018-08-22 03:00:00,234,3,68.4,510,-1.6,-13,4.8
2018-08-22 04:00:00,234,4,68.4,503,0.0,-12,4.8
2018-08-22 05:00:00,234,5,68.4,501,-1.2,-7,6.6
2018-08-22 06:00:00,234,6,68.4,497,-0.8,-7,8.6
2018-08-22 07:00:00,234,7,68.4,496,2.3,-8,10.0
2018-08-22 08:00:00,234,8,68.4,490,0.8,-4,10.9
2018-08-22 09:00:00,234,9,68.4,471,1.3,-5,11.3
2018-08-22 10:00:00,234,10,68.4,461,0.7,-4,11.5
2018-08-22 11:00:00,234,11,68.4,460,0.8,-2,10.7
2018-08-22 12:00:00,234,12,68.4,462,1.0,-5,11.2
2018-08-22 13:00:00,234,13,68.4,472,-0.6,-7,12.2
2018-08-22 14:00:00,234,14,68.4,458,-0.2,-6,12.6
2018-08-22 15:00:00,234,15,68.4,466,-0.5,-8,12.7
2018-08-22 16:00:00,234,16,68.4,463,0.8,-10,13.0
2018-08-22 17:00:00,234,17,68.4,462,1.4,-10,12.7
2018-08-22 18:00:00,234,18,68.4,456,1.1,-7,12.5
2018-08-22 19:00:00,234,19,68.4,446,0.8,-6,12.5
2018-08-22 20:00:00,234,20,68.4,447,1.2,-7,12.0
2018-08-22 21:00:00,234,21,68.4,441,1.2,-6,10.0
2018-08-22 22:00:00,234,22,68.4,438,0.2,-7,8.6
2018-08-22 23:00:00,234,23,68.4,438,-1.6,-10,8.0
2018-08-23 00:00:00,235,0,71.1,436,-0.3,-13,5.9
2018-08-23 01:00:00,235,1,71.1,419,-2.0,-15,5.2
2018-08-23 02:00:00,235,2,71.1,419,-1.2,-14,4.9
2018-08-23 03:00:00,235,3,71.1,408,-0.2,-9,4.5
2018-08-23 04:00:00,235,4,71.1,404,-1.2,-7,4.4
2018-08-23 05:00:00,235,5,71.1,401,-1.4,-6,6.4
2018-08-23 06:00:00,235,6,71.1,399,-1.7,-6,8.3
2018-08-23 07:00:00,235,7,71.1,395,-1.3,-7,9.6
2018-08-23 08:00:00,235,8,71.1,396,1.2,-5,10.5
2018-08-23 09:00:00,235,9,71.1,397,0.7,-4,10.8
2018-08-23 10:00:00,235,10,71.1,404,0.0,-4,11.8
2018-08-23 11:00:00,235,11,71.1,403,-0.2,-6,12.5
2018-08-23 12:00:00,235,12,71.1,404,-0.2,-7,12.2
2018-08-23 13:00:00,235,13,71.1,401,-0.8,-5,12.1
2018-08-23 14:00:00,235,14,71.1,399,-1.3,-8,11.6
2018-08-23 15:00:00,235,15,71.1,391,-1.9,-12,11.0
2018-08-23 16:00:00,235,16,71.1,396,-0.6,-14,12.2
2018-08-23 17:00:00,235,17,71.1,380,1.1,-13,12.6
2018-08-23 18:00:00,235,18,71.1,373,1.7,-13,12.2
2018-08-23 19:00:00,235,19,71.1,370,0.7,-13,11.6
2018-08-23 20:00:00,235,20,71.1,373,-0.6,-12,11.1
2018-08-23 21:00:00,235,21,71.1,379,0.3,-11,9.5
2018-08-23 22:00:00,235,22,71.1,374,1.1,-11,8.0
2018-08-23 23:00:00,235,23,71.1,369,0.9,-11,7.3
2018-08-24 00:00:00,236,0,74.0,360,1.9,-10,5.8
2018-08-24 01:00:00,236,1,74.0,356,0.3,-9,5.5
2018-08-24 02:00:00,236,2,74.0,358,0.6,-10,5.1
2018-08-24 03:00:00,236,3,74.0,359,-1.1,-8,4.5
2018-08-24 04:00:00,236,4,74.0,361,-0.8,-6,4.3
2018-08-24 05:00:00,236,5,74.0,362,-2.0,-5,6.0
2018-08-24 06:00:00,236,6,74.0,363,1.8,-4,8.1
2018-08-24 07:00:00,236,7,74.0,384,0.3,4,9.3
2018-08-24 08:00:00,236,8,74.0,379,-1.6,8,10.3
2018-08-24 09:00:00,236,9,74.0,375,-1.0,6,11.1
2018-08-24 10:00:00,236,10,74.0,372,0.6,6,11.8
2018-08-24 11:00:00,236,11,74.0,368,4.7,4,12.3
2018-08-24 12:00:00,236,12,74.0,368,-1.1,5,12.3
2018-08-24 13:00:00,236,13,74.0,365,-4.0,-2,13.6
2018-08-24 14:00:00,236,14,74.0,364,-2.1,-8,13.1
2018-08-24 15:00:00,236,15,74.0,360,-0.2,-11,12.0
2018-08-24 16:00:00,236,16,74.0,358,0.7,-10,13.0
2018-08-24 17:00:00,236,17,74.0,351,2.9,-7,13.2
2018-08-24 18:00:00,236,18,74.0,351,2.4,-4,13.4
2018-08-24 19:00:00,236,19,74.0,348,1.0,-4,13.1
2018-08-24 20:00:00,236,20,74.0,343,2.1,-6,11.9
2018-08-24 21:00:00,236,21,74.0,337,1.7,-5,9.7
2018-08-24 22:00:00,236,22,74.0,334,2.6,-4,8.0
2018-08-24 23:00:00,236,23,74.0,328,2.8,-5,7.1
2018-08-25 00:00:00,237,0,73.1,331,2.2,-4,5.9
2018-08-25 01:00:00,237,1,73.1,335,2.5,-4,6.1
2018-08-25 02:00:00,237,2,73.1,337,2.3,-1,5.8
2018-08-25 03:00:00,237,3,73.1,375,2.1,3,5.5
2018-08-25 04:00:00,237,4,73.1,379,4.6,6,5.2
2018-08-25 05:00:00,237,5,73.1,382,5.5,6,7.0
2018-08-25 06:00:00,237,6,73.1,384,6.5,6,8.7
2018-08-25 07:00:00,237,7,73.1,397,6.4,9,10.3
2018-08-25 08:00:00,237,8,73.1,426,4.2,19,11.6
2018-08-25 09:00:00,237,9,73.1,414,8.2,14,12.9
2018-08-25 10:00:00,237,10,73.1,405,7.3,17,13.7
2018-08-25 11:00:00,237,11,73.1,395,5.7,15,13.5
2018-08-25 12:00:00,237,12,73.1,401,7.2,16,12.9
2018-08-25 13:00:00,237,13,73.1,409,6.8,18,13.5
2018-08-25 14:00:00,237,14,73.1,444,9.2,15,12.8
2018-08-25 15:00:00,237,15,73.1,439,5.7,12,11.6
2018-08-25 16:00:00,237,16,73.1,422,0.2,8,11.3
2018-08-25 17:00:00,237,17,73.1,418,-3.5,5,11.5
2018-08-25 18:00:00,237,18,73.1,414,-7.2,-8,12.5
2018-08-25 19:00:00,237,19,73.1,413,-6.5,-26,12.9
2018-08-25 20:00:00,237,20,73.1,412,-8.5,-36,12.1
2018-08-25 21:00:00,237,21,73.1,408,-8.5,-31,11.1
2018-08-25 22:00:00,237,22,73.1,407,-10.9,-34,9.8
2018-08-25 23:00:00,237,23,73.1,412,-10.9,-50,9.1
2018-08-26 00:00:00,238,0,72.6,407,-10.9,-60,7.8
2018-08-26 01:00:00,238,1,72.6,410,-12.9,-74,7.2
2018-08-26 02:00:00,238,2,72.6,401,-13.6,-85,6.4
2018-08-26 03:00:00,238,3,72.6,403,-15.9,-104,5.7
2018-08-26 04:00:00,238,4,72.6,401,-15.9,-127,5.7
2018-08-26 05:00:00,238,5,72.6,395,-16.6,-154,7.6
2018-08-26 06:00:00,238,6,72.6,386,-15.9,-175,9.3
2018-08-26 07:00:00,238,7,72.6,378,-15.4,-174,10.9
2018-08-26 08:00:00,238,8,72.6,377,-14.0,-149,11.8
2018-08-26 09:00:00,238,9,72.6,395,-6.2,-156,12.1
2018-08-26 10:00:00,238,10,72.6,404,-8.4,-140,12.7
2018-08-26 11:00:00,238,11,72.6,416,-13.1,-129,11.9
2018-08-26 12:00:00,238,12,72.6,414,-10.5,-111,11.5
2018-08-26 13:00:00,238,13,72.6,424,0.6,-92,11.1
2018-08-26 14:00:00,238,14,72.6,449,-3.4,-78,10.6
2018-08-26 15:00:00,238,15,72.6,453,-11.3,-81,10.5
2018-08-26 16:00:00,238,16,72.6,451,-11.1,-86,9.4
2018-08-26 17:00:00,238,17,72.6,455,-1.8,-85,9.8
2018-08-26 18:00:00,238,18,72.6,467,2.0,-75,9.9
2018-08-26 19:00:00,238,19,72.6,503,-7.1,-73,9.3
2018-08-26 20:00:00,238,20,72.6,505,-2.3,-81,8.9
2018-08-26 21:00:00,238,21,72.6,504,-1.2,-75,9.2
2018-08-26 22:00:00,238,22,72.6,522,1.7,-69,8.6
2018-08-26 23:00:00,238,23,72.6,537,1.8,-64,8.2
2018-08-27 00:00:00,239,0,71.0,530,1.9,-62,7.0
2018-08-27 01:00:00,239,1,71.0,541,1.1,-61,6.0
2018-08-27 02:00:00,239,2,71.0,521,1.0,-60,4.9
2018-08-27 03:00:00,239,3,71.0,529,-1.4,-60,4.2
2018-08-27 04:00:00,239,4,71.0,548,-0.2,-62,4.2
2018-08-27 05:00:00,239,5,71.0,556,-0.4,-61,5.7
2018-08-27 06:00:00,239,6,71.0,569,-2.7,-66,7.5
2018-08-27 07:00:00,239,7,71.0,573,-2.2,-71,9.4
2018-08-27 08:00:00,239,8,71.0,564,-2.1,-66,10.6
2018-08-27 09:00:00,239,9,71.0,550,-0.6,-63,10.8
2018-08-27 10:00:00,239,10,71.0,538,-0.4,-59,11.6
2018-08-27 11:00:00,239,11,71.0,538,-1.6,-59,11.6
2018-08-27 12:00:00,239,12,71.0,528,-2.1,-56,10.9
2018-08-27 13:00:00,239,13,71.0,550,-3.9,-54,11.0
2018-08-27 14:00:00,239,14,71.0,550,-5.5,-57,11.6
2018-08-27 15:00:00,239,15,71.0,544,-2.4,-63,12.1
2018-08-27 16:00:00,239,16,71.0,552,-0.1,-63,13.7
2018-08-27 17:00:00,239,17,71.0,619,-4.1,-61,14.1
2018-08-27 18:00:00,239,18,71.0,616,-3.5,-56,12.2
2018-08-27 19:00:00,239,19,71.0,617,0.1,-55,11.3
2018-08-27 20:00:00,239,20,71.0,606,-0.7,-52,8.8
2018-08-27 21:00:00,239,21,71.0,603,2.1,-50,6.3
2018-08-27 22:00:00,239,22,71.0,587,1.7,-49,5.5
2018-08-27 23:00:00,239,23,71.0,582,0.8,-48,5.0
2018-08-28 00:00:00,240,0,71.2,573,-1.2,-47,4.2
2018-08-28 01:00:00,240,1,71.2,564,0.4,-46,4.0
2018-08-28 02:00:00,240,2,71.2,562,-1.3,-46,3.5
2018-08-28 03:00:00,240,3,71.2,560,-0.1,-44,3.3
2018-08-28 04:00:00,240,4,71.2,579,-1.0,-42,2.9
2018-08-28 05:00:00,240,5,71.2,566,-0.8,-40,4.1
2018-08-28 06:00:00,240,6,71.2,549,0.1,-40,5.5
2018-08-28 07:00:00,240,7,71.2,542,-0.8,-42,6.7
2018-08-28 08:00:00,240,8,71.2,535,-1.4,-38,8.0
2018-08-28 09:00:00,240,9,71.2,520,-0.5,-40,9.7
2018-08-28 10:00:00,240,10,71.2,528,-1.8,-40,11.0
2018-08-28 11:00:00,240,11,71.2,537,-2.1,-38,11.2
2018-08-28 12:00:00,240,12,71.2,536,-3.2,-40,11.4
2018-08-28 13:00:00,240,13,71.2,532,-2.4,-45,12.1
2018-08-28 14:00:00,240,14,71.2,512,0.4,-48,12.7
2018-08-28 15:00:00,240,15,71.2,507,2.2,-46,12.7
2018-08-28 16:00:00,240,16,71.2,505,2.8,-43,11.9
2018-08-28 17:00:00,240,17,71.2,501,2.0,-38,10.9
2018-08-28 18:00:00,240,18,71.2,502,3.4,-35,10.4
2018-08-28 19:00:00,240,19,71.2,518,2.7,-33,9.4
2018-08-28 20:00:00,240,20,71.2,536,1.7,-34,7.6
2018-08-28 21:00:00,240,21,71.2,536,1.5,-31,6.3
2018-08-28 22:00:00,240,22,71.2,538,0.6,-28,5.9
2018-08-28 23:00:00,240,23,71.2,535,-0.3,-28,5.3
2018-08-29 00:00:00,241,0,71.8,538,-0.5,-32,4.5
2018-08-29 01:00:00,241,1,71.8,534,0.5,-34,4.6
2018-08-29 02:00:00,241,2,71.8,538,0.1,-35,4.2
2018-08-29 03:00:00,241,3,71.8,532,0.6,-37,4.0
2018-08-29 04:00:00,241,4,71.8,545,0.2,-37,3.8
2018-08-29 05:00:00,241,5,71.8,540,-0.4,-35,5.3
2018-08-29 06:00:00,241,6,71.8,538,-0.8,-35,7.0
2018-08-29 07:00:00,241,7,71.8,536,0.6,-34,8.4
2018-08-29 08:00:00,241,8,71.8,522,0.0,-31,9.3
2018-08-29 09:00:00,241,9,71.8,521,0.4,-32,10.5
2018-08-29 10:00:00,241,10,71.8,514,1.1,-32,11.0
2018-08-29 11:00:00,241,11,71.8,504,1.1,-35,11.4
2018-08-29 12:00:00,241,12,71.8,503,0.5,-37,12.1
2018-08-29 13:00:00,241,13,71.8,500,0.4,-39,13.1
2018-08-29 14:00:00,241,14,71.8,505,-0.6,-41,13.0
2018-08-29 15:00:00,241,15,71.8,500,-1.0,-40,12.1
2018-08-29 16:00:00,241,16,71.8,491,-0.8,-41,11.3
2018-08-29 17:00:00,241,17,71.8,485,-1.1,-38,10.8
2018-08-29 18:00:00,241,18,71.8,482,-1.0,-34,10.8
2018-08-29 19:00:00,241,19,71.8,475,-1.0,-33,11.0
2018-08-29 20:00:00,241,20,71.8,472,-0.5,-36,9.5
2018-08-29 21:00:00,241,21,71.8,471,-0.7,-32,8.0
2018-08-29 22:00:00,241,22,71.8,473,-1.5,-32,7.4
2018-08-29 23:00:00,241,23,71.8,459,-0.7,-33,6.3
2018-08-30 00:00:00,242,0,69.6,453,-0.7,-33,5.1
2018-08-30 01:00:00,242,1,69.6,452,-0.5,-33,5.1
2018-08-30 02:00:00,242,2,69.6,455,0.0,-30,4.8
2018-08-30 03:00:00,242,3,69.6,460,-0.3,-26,4.7
2018-08-30 04:00:00,242,4,69.6,449,-0.3,-26,4.7
2018-08-30 05:00:00,242,5,69.6,447,-0.4,-25,5.8
2018-08-30 06:00:00,242,6,69.6,442,-0.4,-25,7.6
2018-08-30 07:00:00,242,7,69.6,443,-0.8,-27,8.5
2018-08-30 08:00:00,242,8,69.6,437,-0.1,-25,8.6
2018-08-30 09:00:00,242,9,69.6,429,0.4,-25,9.4
2018-08-30 10:00:00,242,10,69.6,419,0.3,-25,10.2
2018-08-30 11:00:00,242,11,69.6,401,0.7,-24,10.6
2018-08-30 12:00:00,242,12,69.6,387,0.2,-26,11.4
2018-08-30 13:00:00,242,13,69.6,382,0.0,-27,12.6
2018-08-30 14:00:00,242,14,69.6,375,1.1,-27,12.8
2018-08-30 15:00:00,242,15,69.6,377,1.5,-28,12.8
2018-08-30 16:00:00,242,16,69.6,378,1.6,-27,12.6
2018-08-30 17:00:00,242,17,69.6,378,1.1,-25,11.9
2018-08-30 18:00:00,242,18,69.6,379,-0.5,-26,12.3
2018-08-30 19:00:00,242,19,69.6,375,-1.1,-30,12.3
2018-08-30 20:00:00,242,20,69.6,377,-0.1,-31,11.1
2018-08-30 21:00:00,242,21,69.6,371,-0.7,-29,9.5
2018-08-30 22:00:00,242,22,69.6,380,-1.4,-26,8.9
2018-08-30 23:00:00,242,23,69.6,392,-0.9,-24,7.8
2018-08-31 00:00:00,243,0,68.8,386,1.1,-28,6.8
2018-08-31 01:00:00,243,1,68.8,385,0.4,-27,7.0
2018-08-31 02:00:00,243,2,68.8,380,0.3,-26,6.3
2018-08-31 03:00:00,243,3,68.8,373,1.0,-23,6.0
2018-08-31 04:00:00,243,4,68.8,373,1.6,-19,5.7
2018-08-31 05:00:00,243,5,68.8,373,1.5,-13,6.4
2018-08-31 06:00:00,243,6,68.8,375,2.2,-8,8.2
2018-08-31 07:00:00,243,7,68.8,381,2.3,-10,9.5
2018-08-31 08:00:00,243,8,68.8,387,1.6,-10,9.7
2018-08-31 09:00:00,243,9,68.8,391,-0.6,-12,10.8
2018-08-31 10:00:00,243,10,68.8,386,-0.2,-12,11.3
2018-08-31 11:00:00,243,11,68.8,382,0.9,-13,10.8
2018-08-31 12:00:00,243,12,68.8,378,-1.6,-10,11.7
2018-08-31 13:00:00,243,13,68.8,375,-1.9,-11,13.1
2018-08-31 14:00:00,243,14,68.8,384,-2.8,-17,12.9
2018-08-31 15:00:00,243,15,68.8,375,-1.0,-21,12.7
2018-08-31 16:00:00,243,16,68.8,371,-1.0,-22,13.1
2018-08-31 17:00:00,243,17,68.8,371,-1.0,-23,13.1
2018-08-31 18:00:00,243,18,68.8,374,2.3,-21,13.1
2018-08-31 19:00:00,243,19,68.8,393,1.1,-13,12.0
2018-08-31 20:00:00,243,20,68.8,391,-0.6,-15,11.0
2018-08-31 21:00:00,243,21,68.8,390,1.9,-16,10.3
2018-08-31 22:00:00,243,22,68.8,391,1.6,-18,9.9
2018-08-31 23:00:00,243,23,68.8,395,1.6,-21,8.2
2018-09-01 00:00:00,244,0,69.5,383,0.3,-11,7.0
2018-09-01 01:00:00,244,1,69.5,372,-0.3,-10,6.9
2018-09-01 02:00:00,244,2,69.5,372,0.3,-7,6.1
2018-09-01 03:00:00,244,3,69.5,374,0.4,-7,6.0
2018-09-01 04:00:00,244,4,69.5,375,1.2,-6,6.0
2018-09-01 05:00:00,244,5,69.5,384,1.7,-6,6.4
2018-09-01 06:00:00,244,6,69.5,383,2.0,-4,8.6
2018-09-01 07:00:00,244,7,69.5,382,1.4,-4,10.3
2018-09-01 08:00:00,244,8,69.5,387,2.5,-4,10.6
2018-09-01 09:00:00,244,9,69.5,384,2.4,-3,11.6
2018-09-01 10:00:00,244,10,69.5,379,2.7,-3,11.8
2018-09-01 11:00:00,244,11,69.5,382,1.8,0,11.3
2018-09-01 12:00:00,244,12,69.5,393,1.7,1,11.6
2018-09-01 13:00:00,244,13,69.5,395,-0.3,-2,12.1
2018-09-01 14:00:00,244,14,69.5,382,-0.4,-3,11.9
2018-09-01 15:00:00,244,15,69.5,378,-2.1,-5,12.6
2018-09-01 16:00:00,244,16,69.5,373,-2.7,-8,12.7
2018-09-01 17:00:00,244,17,69.5,372,-2.3,-9,13.1
2018-09-01 18:00:00,244,18,69.5,367,-2.7,-9,13.2
2018-09-01 19:00:00,244,19,69.5,366,-2.6,-8,12.2
2018-09-01 20:00:00,244,20,69.5,365,-1.5,-8,10.4
2018-09-01 21:00:00,244,21,69.5,364,-1.7,-8,9.7
2018-09-01 22:00:00,244,22,69.5,361,-1.4,-7,9.2
2018-09-01 23:00:00,244,23,69.5,359,-0.9,-7,7.8
2018-09-02 00:00:00,245,0,68.9,353,-1.8,-8,7.1
2018-09-02 01:00:00,245,1,68.9,353,-1.6,-9,7.2
2018-09-02 02:00:00,245,2,68.9,351,-0.6,-7,6.4
2018-09-02 03:00:00,245,3,68.9,355,-1.2,-7,6.2
2018-09-02 04:00:00,245,4,68.9,348,-0.4,-6,6.1
2018-09-02 05:00:00,245,5,68.9,344,-0.4,-4,6.8
2018-09-02 06:00:00,245,6,68.9,339,-0.6,-2,8.5
2018-09-02 07:00:00,245,7,68.9,335,-0.1,0,9.6
2018-09-02 08:00:00,245,8,68.9,331,1.0,0,10.4
2018-09-02 09:00:00,245,9,68.9,324,1.4,0,11.7
2018-09-02 10:00:00,245,10,68.9,321,1.5,-1,12.1
2018-09-02 11:00:00,245,11,68.9,319,1.0,-2,12.2
2018-09-02 12:00:00,245,12,68.9,317,0.7,-2,13.4
2018-09-02 13:00:00,245,13,68.9,315,0.2,-2,14.3
2018-09-02 14:00:00,245,14,68.9,317,-0.1,-4,13.6
2018-09-02 15:00:00,245,15,68.9,336,-2.2,-7,13.8
2018-09-02 16:00:00,245,16,68.9,342,-2.2,-7,13.4
2018-09-02 17:00:00,245,17,68.9,347,-0.8,-6,13.1
2018-09-02 18:00:00,245,18,68.9,345,-0.6,-7,14.5
2018-09-02 19:00:00,245,19,68.9,348,-1.7,-6,14.5
2018-09-02 20:00:00,245,20,68.9,346,-1.3,-7,11.3
2018-09-02 21:00:00,245,21,68.9,336,-2.5,-7,8.0
2018-09-02 22:00:00,245,22,68.9,351,0.0,-4,7.4
2018-09-02 23:00:00,245,23,68.9,353,0.0,-3,6.8
2018-09-03 00:00:00,246,0,69.3,343,-0.1,-1,6.8
2018-09-03 01:00:00,246,1,69.3,339,0.1,0,7.1
2018-09-03 02:00:00,246,2,69.3,341,0.0,0,6.5
2018-09-03 03:00:00,246,3,69.3,342,-1.2,1,6.8
2018-09-03 04:00:00,246,4,69.3,340,0.9,0,6.5
2018-09-03 05:00:00,246,5,69.3,337,2.9,2,6.7
2018-09-03 06:00:00,246,6,69.3,337,-0.2,4,7.8
2018-09-03 07:00:00,246,7,69.3,343,-2.2,3,8.9
2018-09-03 08:00:00,246,8,69.3,340,-0.2,0,9.4
2018-09-03 09:00:00,246,9,69.3,344,1.6,0,10.6
2018-09-03 10:00:00,246,10,69.3,340,1.9,1,11.1
2018-09-03 11:00:00,246,11,69.3,340,0.9,3,11.4
2018-09-03 12:00:00,246,12,69.3,336,1.3,4,13.5
2018-09-03 13:00:00,246,13,69.3,335,-0.6,3,15.5
2018-09-03 14:00:00,246,14,69.3,341,-2.4,1,14.9
2018-09-03 15:00:00,246,15,69.3,344,-2.3,0,12.9
2018-09-03 16:00:00,246,16,69.3,341,-1.7,-1,12.2
2018-09-03 17:00:00,246,17,69.3,345,-1.2,1,11.7
2018-09-03 18:00:00,246,18,69.3,350,-1.8,4,12.3
2018-09-03 19:00:00,246,19,69.3,349,-2.1,3,11.9
2018-09-03 20:00:00,246,20,69.3,344,-1.8,3,10.7
2018-09-03 21:00:00,246,21,69.3,340,1.1,2,9.0
2018-09-03 22:00:00,246,22,69.3,339,0.6,1,7.5
2018-09-03 23:00:00,246,23,69.3,339,-0.1,7,6.1
2018-09-04 00:00:00,247,0,68.6,346,1.9,15,6.0
2018-09-04 01:00:00,247,1,68.6,356,2.4,18,6.4
2018-09-04 02:00:00,247,2,68.6,359,-0.4,13,6.0
2018-09-04 03:00:00,247,3,68.6,357,-3.9,9,6.1
2018-09-04 04:00:00,247,4,68.6,357,-1.7,4,6.2
2018-09-04 05:00:00,247,5,68.6,359,-5.8,-4,6.6
2018-09-04 06:00:00,247,6,68.6,353,-1.6,-4,7.8
2018-09-04 07:00:00,247,7,68.6,365,-1.0,-3,9.7
2018-09-04 08:00:00,247,8,68.6,370,-0.3,-2,11.3
2018-09-04 09:00:00,247,9,68.6,368,-1.6,-2,13.5
2018-09-04 10:00:00,247,10,68.6,374,-1.5,-1,13.6
2018-09-04 11:00:00,247,11,68.6,382,1.1,1,13.3
2018-09-04 12:00:00,247,12,68.6,389,3.1,2,13.7
2018-09-04 13:00:00,247,13,68.6,398,1.5,6,13.9
2018-09-04 14:00:00,247,14,68.6,394,1.7,5,13.3
2018-09-04 15:00:00,247,15,68.6,393,-0.5,2,13.5
2018-09-04 16:00:00,247,16,68.6,399,-2.0,-2,13.2
2018-09-04 17:00:00,247,17,68.6,405,-1.0,-2,13.5
2018-09-04 18:00:00,247,18,68.6,423,-1.5,-1,14.6
2018-09-04 19:00:00,247,19,68.6,422,-3.8,-1,14.2
2018-09-04 20:00:00,247,20,68.6,413,0.3,-7,11.6
2018-09-04 21:00:00,247,21,68.6,417,-0.6,-8,9.1
2018-09-04 22:00:00,247,22,68.6,418,-4.4,-10,8.1
2018-09-04 23:00:00,247,23,68.6,416,-3.4,-18,7.2
2018-09-05 00:00:00,248,0,68.6,427,-2.4,-20,7.2
2018-09-05 01:00:00,248,1,68.6,467,-3.8,-20,7.2
2018-09-05 02:00:00,248,2,68.6,473,-0.8,-23,6.6
2018-09-05 03:00:00,248,3,68.6,473,2.0,-19,6.8
2018-09-05 04:00:00,248,4,68.6,478,1.4,-14,6.1
2018-09-05 05:00:00,248,5,68.6,466,1.9,-15,6.0
2018-09-05 06:00:00,248,6,68.6,469,2.0,-10,7.6
2018-09-05 07:00:00,248,7,68.6,480,1.6,-12,8.7
2018-09-05 08:00:00,248,8,68.6,476,-0.9,-12,9.6
2018-09-05 09:00:00,248,9,68.6,474,-3.0,-12,11.0
2018-09-05 10:00:00,248,10,68.6,475,0.1,-17,11.3
2018-09-05 11:00:00,248,11,68.6,475,0.8,-10,11.9
2018-09-05 12:00:00,248,12,68.6,472,2.3,-5,13.5
2018-09-05 13:00:00,248,13,68.6,484,-3.5,-4,13.6
2018-09-05 14:00:00,248,14,68.6,469,-3.5,-9,13.0
2018-09-05 15:00:00,248,15,68.6,469,-2.1,-14,12.4
2018-09-05 16:00:00,248,16,68.6,461,-1.3,-14,11.0
2018-09-05 17:00:00,248,17,68.6,460,-1.0,-13,10.8
2018-09-05 18:00:00,248,18,68.6,457,0.6,-12,11.3
2018-09-05 19:00:00,248,19,68.6,433,0.1,-11,11.0
2018-09-05 20:00:00,248,20,68.6,433,0.3,-11,10.2
2018-09-05 21:00:00,248,21,68.6,441,0.4,-13,9.0
2018-09-05 22:00:00,248,22,68.6,443,-0.9,-13,8.2
2018-09-05 23:00:00,248,23,68.6,439,-0.3,-13,6.3
2018-09-06 00:00:00,249,0,68.4,434,-0.9,-11,5.9
2018-09-06 01:00:00,249,1,68.4,431,-1.7,-10,5.7
2018-09-06 02:00:00,249,2,68.4,419,-1.5,-7,4.9
2018-09-06 03:00:00,249,3,68.4,411,-1.7,-6,5.4
2018-09-06 04:00:00,249,4,68.4,414,-1.8,-8,5.1
2018-09-06 05:00:00,249,5,68.4,414,-1.7,-11,5.5
2018-09-06 06:00:00,249,6,68.4,406,-1.3,-13,7.4
2018-09-06 07:00:00,249,7,68.4,400,-0.9,-11,9.2
2018-09-06 08:00:00,249,8,68.4,400,-1.1,-10,9.9
2018-09-06 09:00:00,249,9,68.4,399,-0.4,-8,11.4
2018-09-06 10:00:00,249,10,68.4,393,-0.3,-6,11.4
2018-09-06 11:00:00,249,11,68.4,391,-1.3,-5,11.4
2018-09-06 12:00:00,249,12,68.4,390,-1.9,-6,12.1
2018-09-06 13:00:00,249,13,68.4,392,-1.5,-9,12.0
2018-09-06 14:00:00,249,14,68.4,393,-0.7,-9,12.2
2018-09-06 15:00:00,249,15,68.4,392,-0.2,-7,12.6
2018-09-06 16:00:00,249,16,68.4,392,-0.1,-5,12.8
2018-09-06 17:00:00,249,17,68.4,389,-1.2,-5,13.8
2018-09-06 18:00:00,249,18,68.4,385,0.3,-5,15.4
2018-09-06 19:00:00,249,19,68.4,384,0.2,-4,13.9
2018-09-06 20:00:00,249,20,68.4,379,0.4,-4,10.9
2018-09-06 21:00:00,249,21,68.4,378,0.8,-1,8.3
2018-09-06 22:00:00,249,22,68.4,391,1.0,5,7.3
2018-09-06 23:00:00,249,23,68.4,396,0.2,11,6.7
2018-09-07 00:00:00,250,0,68.6,401,0.2,20,6.3
2018-09-07 01:00:00,250,1,68.6,391,-1.2,17,6.1
2018-09-07 02:00:00,250,2,68.6,382,0.3,17,5.6
2018-09-07 03:00:00,250,3,68.6,389,2.0,18,5.9
2018-09-07 04:00:00,250,4,68.6,419,3.6,21,5.6
2018-09-07 05:00:00,250,5,68.6,427,9.4,19,6.1
2018-09-07 06:00:00,250,6,68.6,436,5.8,16,7.7
2018-09-07 07:00:00,250,7,68.6,480,8.2,10,9.2
2018-09-07 08:00:00,250,8,68.6,481,2.7,8,10.1
2018-09-07 09:00:00,250,9,68.6,482,2.0,7,11.3
2018-09-07 10:00:00,250,10,68.6,485,2.6,4,11.5
2018-09-07 11:00:00,250,11,68.6,479,1.9,2,11.1
2018-09-07 12:00:00,250,12,68.6,488,2.1,-2,12.2
2018-09-07 13:00:00,250,13,68.6,480,-0.4,-6,12.0
2018-09-07 14:00:00,250,14,68.6,460,-1.2,-8,11.2
2018-09-07 15:00:00,250,15,68.6,451,-1.4,-6,11.4
