Date-time,Day of year,Hour of day,F10.7 index (sfu),Solar wind speed (km/s),Bz index (nT),Dst index (nT),VTEC 10E 40N (TECU)
2017-01-01 00:00:00,1,0,70.1,552,-2.5,-13,7.6
2017-01-01 01:00:00,1,1,70.1,556,-3.5,-14,7.2
2017-01-01 02:00:00,1,2,70.1,552,-3.0,-16,6.8
2017-01-01 03:00:00,1,3,70.1,539,0.0,-24,8.2
2017-01-01 04:00:00,1,4,70.1,543,-2.9,-30,8.0
2017-01-01 05:00:00,1,5,70.1,542,-4.0,-31,7.5
2017-01-01 06:00:00,1,6,70.1,527,-1.2,-29,7.9
2017-01-01 07:00:00,1,7,70.1,533,-1.8,-21,8.8
2017-01-01 08:00:00,1,8,70.1,530,-1.6,-19,9.9
2017-01-01 09:00:00,1,9,70.1,518,-0.5,-17,11.1
2017-01-01 10:00:00,1,10,70.1,513,0.1,-13,11.1
2017-01-01 11:00:00,1,11,70.1,518,-1.7,-16,11.8
2017-01-01 12:00:00,1,12,70.1,515,-0.7,-14,11.9
2017-01-01 13:00:00,1,13,70.1,514,-2.1,-13,12.7
2017-01-01 14:00:00,1,14,70.1,511,-0.5,-13,12.3
2017-01-01 15:00:00,1,15,70.1,501,0.6,-12,12.9
2017-01-01 16:00:00,1,16,70.1,494,-0.9,-14,10.7
2017-01-01 17:00:00,1,17,70.1,485,-1.9,-16,7.8
2017-01-01 18:00:00,1,18,70.1,481,-0.5,-14,7.6
2017-01-01 19:00:00,1,19,70.1,477,-1.4,-11,7.8
2017-01-01 20:00:00,1,20,70.1,477,-0.5,-12,7.4
2017-01-01 21:00:00,1,21,70.1,476,0.9,-12,7.2
2017-01-01 22:00:00,1,22,70.1,462,0.1,-12,7.0
2017-01-01 23:00:00,1,23,70.1,465,0.6,-9,6.8
2017-01-02 00:00:00,2,0,70.6,468,-0.2,-4,7.1
2017-01-02 01:00:00,2,1,70.6,463,-0.4,-6,6.6
2017-01-02 02:00:00,2,2,70.6,447,-1.5,-8,6.9
2017-01-02 03:00:00,2,3,70.6,427,-1.4,-10,7.8
2017-01-02 04:00:00,2,4,70.6,431,-2.3,-12,7.3
2017-01-02 05:00:00,2,5,70.6,426,-2.6,-10,6.6
2017-01-02 06:00:00,2,6,70.6,418,-3.1,-11,7.2
2017-01-02 07:00:00,2,7,70.6,413,-3.5,-16,8.4
2017-01-02 08:00:00,2,8,70.6,396,-2.9,-15,9.0
2017-01-02 09:00:00,2,9,70.6,392,-2.6,-12,10.2
2017-01-02 10:00:00,2,10,70.6,399,-2.4,-13,11.2
2017-01-02 11:00:00,2,11,70.6,401,-3.5,-14,11.5
2017-01-02 12:00:00,2,12,70.6,397,-4.5,-18,11.4
2017-01-02 13:00:00,2,13,70.6,397,-5.4,-24,11.0
2017-01-02 14:00:00,2,14,70.6,393,-3.8,-28,10.7
2017-01-02 15:00:00,2,15,70.6,390,-2.7,-28,10.8
2017-01-02 16:00:00,2,16,70.6,386,-2.2,-25,10.2
2017-01-02 17:00:00,2,17,70.6,381,-0.5,-23,7.9
2017-01-02 18:00:00,2,18,70.6,378,0.1,-20,7.8
2017-01-02 19:00:00,2,19,70.6,371,-0.4,-18,8.0
2017-01-02 20:00:00,2,20,70.6,382,1.4,-16,7.8
2017-01-02 21:00:00,2,21,70.6,385,2.0,-15,8.0
2017-01-02 22:00:00,2,22,70.6,389,2.2,-15,7.6
2017-01-02 23:00:00,2,23,70.6,377,1.5,-10,7.3
2017-01-03 00:00:00,3,0,71.0,368,-0.3,-7,7.3
2017-01-03 01:00:00,3,1,71.0,373,-0.3,-8,6.6
2017-01-03 02:00:00,3,2,71.0,373,0.3,-6,6.5
2017-01-03 03:00:00,3,3,71.0,380,-1.6,-5,7.2
2017-01-03 04:00:00,3,4,71.0,374,-0.8,-6,6.6
2017-01-03 05:00:00,3,5,71.0,378,-1.3,-4,5.7
2017-01-03 06:00:00,3,6,71.0,390,1.3,0,5.8
2017-01-03 07:00:00,3,7,71.0,389,-1.6,5,7.4
2017-01-03 08:00:00,3,8,71.0,413,4.6,2,8.7
2017-01-03 09:00:00,3,9,71.0,447,-4.9,6,9.9
2017-01-03 10:00:00,3,10,71.0,470,-4.0,-6,11.5
2017-01-03 11:00:00,3,11,71.0,466,-3.0,-17,12.9
2017-01-03 12:00:00,3,12,71.0,475,1.0,-22,11.3
2017-01-03 13:00:00,3,13,71.0,501,0.3,-21,11.7
2017-01-03 14:00:00,3,14,71.0,508,1.2,-17,11.3
2017-01-03 15:00:00,3,15,71.0,514,-2.2,-16,11.3
2017-01-03 16:00:00,3,16,71.0,523,-2.7,-15,8.4
2017-01-03 17:00:00,3,17,71.0,490,1.3,-22,6.1
2017-01-03 18:00:00,3,18,71.0,469,0.1,-27,6.4
2017-01-03 19:00:00,3,19,71.0,451,-3.1,-20,6.5
2017-01-03 20:00:00,3,20,71.0,448,-1.6,-19,6.4
2017-01-03 21:00:00,3,21,71.0,431,2.4,-23,7.0
2017-01-03 22:00:00,3,22,71.0,409,-1.2,-19,6.8
2017-01-03 23:00:00,3,23,71.0,406,-0.3,-18,6.8
2017-01-04 00:00:00,4,0,70.0,414,-0.3,-11,6.7
2017-01-04 01:00:00,4,1,70.0,409,1.4,-8,5.6
2017-01-04 02:00:00,4,2,70.0,409,1.5,-5,5.3
2017-01-04 03:00:00,4,3,70.0,404,1.3,0,5.9
2017-01-04 04:00:00,4,4,70.0,388,2.4,11,5.4
2017-01-04 05:00:00,4,5,70.0,391,2.5,11,4.9
2017-01-04 06:00:00,4,6,70.0,393,0.1,8,5.6
2017-01-04 07:00:00,4,7,70.0,432,2.3,3,7.2
2017-01-04 08:00:00,4,8,70.0,451,-1.0,-1,9.1
2017-01-04 09:00:00,4,9,70.0,460,1.3,-3,11.0
2017-01-04 10:00:00,4,10,70.0,467,2.9,-5,11.7
2017-01-04 11:00:00,4,11,70.0,494,1.0,-5,11.6
2017-01-04 12:00:00,4,12,70.0,507,0.3,-7,10.9
2017-01-04 13:00:00,4,13,70.0,489,4.6,-12,11.3
2017-01-04 14:00:00,4,14,70.0,502,2.0,-8,11.9
2017-01-04 15:00:00,4,15,70.0,511,2.4,-5,10.1
2017-01-04 16:00:00,4,16,70.0,503,2.7,-16,8.5
2017-01-04 17:00:00,4,17,70.0,504,-0.2,-15,7.3
2017-01-04 18:00:00,4,18,70.0,500,0.1,-18,7.2
2017-01-04 19:00:00,4,19,70.0,504,-1.1,-23,6.8
2017-01-04 20:00:00,4,20,70.0,490,-1.6,-24,6.2
2017-01-04 21:00:00,4,21,70.0,487,1.5,-29,6.1
2017-01-04 22:00:00,4,22,70.0,497,-0.7,-23,6.1
2017-01-04 23:00:00,4,23,70.0,501,-2.4,-23,6.0
2017-01-05 00:00:00,5,0,70.9,506,-2.1,-21,6.1
2017-01-05 01:00:00,5,1,70.9,512,-3.8,-19,5.4
2017-01-05 02:00:00,5,2,70.9,514,-3.4,-19,5.6
2017-01-05 03:00:00,5,3,70.9,512,0.1,-18,6.1
2017-01-05 04:00:00,5,4,70.9,534,-0.9,-11,5.2
2017-01-05 05:00:00,5,5,70.9,535,-0.1,-6,4.5
2017-01-05 06:00:00,5,6,70.9,518,3.0,-11,4.7
2017-01-05 07:00:00,5,7,70.9,498,2.9,-10,6.2
2017-01-05 08:00:00,5,8,70.9,517,1.0,-12,8.1
2017-01-05 09:00:00,5,9,70.9,525,3.7,-11,10.4
2017-01-05 10:00:00,5,10,70.9,577,-2.1,-10,12.2
2017-01-05 11:00:00,5,11,70.9,579,-0.3,-6,11.4
2017-01-05 12:00:00,5,12,70.9,618,0.9,-3,12.0
2017-01-05 13:00:00,5,13,70.9,643,1.8,-2,12.7
2017-01-05 14:00:00,5,14,70.9,688,1.2,-3,11.0
2017-01-05 15:00:00,5,15,70.9,717,-0.1,-4,9.4
2017-01-05 16:00:00,5,16,70.9,704,-1.4,-10,6.7
2017-01-05 17:00:00,5,17,70.9,690,0.1,-17,5.9
2017-01-05 18:00:00,5,18,70.9,676,-1.4,-16,6.3
2017-01-05 19:00:00,5,19,70.9,684,-2.2,-11,5.6
2017-01-05 20:00:00,5,20,70.9,662,-0.8,-10,5.0
2017-01-05 21:00:00,5,21,70.9,649,-0.1,-15,5.4
2017-01-05 22:00:00,5,22,70.9,689,-4.1,-21,5.4
2017-01-05 23:00:00,5,23,70.9,702,-1.7,-34,5.5
2017-01-06 00:00:00,6,0,69.6,706,-1.1,-29,5.5
2017-01-06 01:00:00,6,1,69.6,712,-1.1,-30,5.1
2017-01-06 02:00:00,6,2,69.6,731,0.3,-30,5.3
2017-01-06 03:00:00,6,3,69.6,720,-0.2,-22,5.7
2017-01-06 04:00:00,6,4,69.6,744,0.6,-17,5.0
2017-01-06 05:00:00,6,5,69.6,707,-0.5,-15,4.2
2017-01-06 06:00:00,6,6,69.6,704,0.4,-19,4.5
2017-01-06 07:00:00,6,7,69.6,697,0.4,-21,6.2
2017-01-06 08:00:00,6,8,69.6,676,-0.5,-16,8.5
2017-01-06 09:00:00,6,9,69.6,671,0.0,-20,11.9
2017-01-06 10:00:00,6,10,69.6,694,-0.3,-19,13.2
2017-01-06 11:00:00,6,11,69.6,662,0.3,-16,10.9
2017-01-06 12:00:00,6,12,69.6,677,-0.8,-14,10.8
2017-01-06 13:00:00,6,13,69.6,699,-0.4,-20,11.2
2017-01-06 14:00:00,6,14,69.6,681,1.9,-20,9.9
2017-01-06 15:00:00,6,15,69.6,674,0.4,-16,8.8
2017-01-06 16:00:00,6,16,69.6,675,0.0,-16,7.7
2017-01-06 17:00:00,6,17,69.6,685,0.4,-19,6.9
2017-01-06 18:00:00,6,18,69.6,681,0.5,-19,7.0
2017-01-06 19:00:00,6,19,69.6,687,0.1,-16,5.9
2017-01-06 20:00:00,6,20,69.6,683,-0.2,-15,5.3
2017-01-06 21:00:00,6,21,69.6,675,0.6,-17,6.0
2017-01-06 22:00:00,6,22,69.6,674,0.4,-14,5.5
2017-01-06 23:00:00,6,23,69.6,678,-0.5,-14,5.3
2017-01-07 00:00:00,7,0,69.7,686,-1.2,-16,5.6
2017-01-07 01:00:00,7,1,69.7,662,-0.2,-18,4.9
2017-01-07 02:00:00,7,2,69.7,653,0.2,-14,5.1
2017-01-07 03:00:00,7,3,69.7,666,0.4,-14,5.5
2017-01-07 04:00:00,7,4,69.7,724,-1.3,-13,5.1
2017-01-07 05:00:00,7,5,69.7,732,-2.0,-15,4.9
2017-01-07 06:00:00,7,6,69.7,737,-1.2,-17,5.3
2017-01-07 07:00:00,7,7,69.7,705,0.1,-16,6.8
2017-01-07 08:00:00,7,8,69.7,689,0.1,-13,8.3
2017-01-07 09:00:00,7,9,69.7,683,0.7,-11,12.0
2017-01-07 10:00:00,7,10,69.7,688,0.7,-10,10.9
2017-01-07 11:00:00,7,11,69.7,702,-1.8,-12,8.9
2017-01-07 12:00:00,7,12,69.7,705,-2.0,-11,10.2
2017-01-07 13:00:00,7,13,69.7,697,1.0,-17,11.0
2017-01-07 14:00:00,7,14,69.7,683,0.4,-15,11.0
2017-01-07 15:00:00,7,15,69.7,689,1.9,-14,10.4
2017-01-07 16:00:00,7,16,69.7,688,-0.5,-17,8.8
2017-01-07 17:00:00,7,17,69.7,678,0.7,-19,7.0
2017-01-07 18:00:00,7,18,69.7,679,1.6,-20,6.3
2017-01-07 19:00:00,7,19,69.7,686,-1.3,-20,5.5
2017-01-07 20:00:00,7,20,69.7,688,-1.1,-20,5.7
2017-01-07 21:00:00,7,21,69.7,652,-1.0,-22,6.1
2017-01-07 22:00:00,7,22,69.7,653,1.0,-25,5.6
2017-01-07 23:00:00,7,23,69.7,658,-0.5,-21,5.5
2017-01-08 00:00:00,8,0,69.2,671,0.5,-17,5.6
2017-01-08 01:00:00,8,1,69.2,672,-1.4,-17,4.6
2017-01-08 02:00:00,8,2,69.2,684,-1.0,-18,4.8
2017-01-08 03:00:00,8,3,69.2,695,2.0,-14,4.8
2017-01-08 04:00:00,8,4,69.2,692,0.1,-13,4.4
2017-01-08 05:00:00,8,5,69.2,679,1.2,-14,4.3
2017-01-08 06:00:00,8,6,69.2,673,-0.6,-14,5.0
2017-01-08 07:00:00,8,7,69.2,674,-1.7,-12,6.5
2017-01-08 08:00:00,8,8,69.2,692,-3.2,-13,8.4
2017-01-08 09:00:00,8,9,69.2,684,-2.3,-20,10.3
2017-01-08 10:00:00,8,10,69.2,675,-1.1,-18,9.2
2017-01-08 11:00:00,8,11,69.2,665,0.3,-18,10.1
2017-01-08 12:00:00,8,12,69.2,660,-0.1,-19,12.9
2017-01-08 13:00:00,8,13,69.2,667,0.4,-18,12.9
2017-01-08 14:00:00,8,14,69.2,690,-0.9,-15,11.1
2017-01-08 15:00:00,8,15,69.2,676,-0.5,-19,9.3
2017-01-08 16:00:00,8,16,69.2,682,-0.7,-24,9.1
2017-01-08 17:00:00,8,17,69.2,681,-1.8,-23,8.2
2017-01-08 18:00:00,8,18,69.2,672,-0.7,-22,7.6
2017-01-08 19:00:00,8,19,69.2,660,0.6,-19,7.1
2017-01-08 20:00:00,8,20,69.2,663,0.1,-21,7.9
2017-01-08 21:00:00,8,21,69.2,683,-0.3,-24,8.6
2017-01-08 22:00:00,8,22,69.2,664,-0.5,-28,8.0
2017-01-08 23:00:00,8,23,69.2,653,0.8,-31,7.4
2017-01-09 00:00:00,9,0,68.9,649,-1.7,-29,7.5
2017-01-09 01:00:00,9,1,68.9,667,-2.5,-25,6.8
2017-01-09 02:00:00,9,2,68.9,647,1.2,-24,7.3
2017-01-09 03:00:00,9,3,68.9,642,-0.7,-23,7.6
2017-01-09 04:00:00,9,4,68.9,675,-0.7,-20,6.8
2017-01-09 05:00:00,9,5,68.9,677,-0.3,-17,6.0
2017-01-09 06:00:00,9,6,68.9,638,1.5,-16,5.6
2017-01-09 07:00:00,9,7,68.9,631,0.4,-14,6.8
2017-01-09 08:00:00,9,8,68.9,626,-0.3,-13,8.6
2017-01-09 09:00:00,9,9,68.9,621,0.0,-12,10.3
2017-01-09 10:00:00,9,10,68.9,632,1.0,-11,9.5
2017-01-09 11:00:00,9,11,68.9,622,0.3,-15,8.4
2017-01-09 12:00:00,9,12,68.9,658,-0.8,-16,10.1
2017-01-09 13:00:00,9,13,68.9,677,-2.9,-17,10.9
2017-01-09 14:00:00,9,14,68.9,661,-0.7,-23,9.5
2017-01-09 15:00:00,9,15,68.9,664,-0.6,-21,8.1
2017-01-09 16:00:00,9,16,68.9,647,-0.5,-19,9.4
2017-01-09 17:00:00,9,17,68.9,649,1.2,-19,7.9
2017-01-09 18:00:00,9,18,68.9,656,2.4,-16,6.2
2017-01-09 19:00:00,9,19,68.9,661,0.8,-14,5.6
2017-01-09 20:00:00,9,20,68.9,644,1.5,-15,6.1
2017-01-09 21:00:00,9,21,68.9,629,1.1,-18,6.3
2017-01-09 22:00:00,9,22,68.9,619,1.3,-20,5.5
2017-01-09 23:00:00,9,23,68.9,609,-0.6,-19,5.7
2017-01-10 00:00:00,10,0,70.3,606,0.1,-20,5.5
2017-01-10 01:00:00,10,1,70.3,607,1.4,-21,4.7
2017-01-10 02:00:00,10,2,70.3,586,1.3,-20,4.9
2017-01-10 03:00:00,10,3,70.3,593,0.4,-18,5.1
2017-01-10 04:00:00,10,4,70.3,595,-0.6,-18,4.7
2017-01-10 05:00:00,10,5,70.3,602,0.9,-15,4.5
2017-01-10 06:00:00,10,6,70.3,615,-0.3,-11,4.7
2017-01-10 07:00:00,10,7,70.3,602,1.8,-5,6.2
2017-01-10 08:00:00,10,8,70.3,599,-0.7,-5,9.2
2017-01-10 09:00:00,10,9,70.3,595,0.3,-7,12.0
2017-01-10 10:00:00,10,10,70.3,587,1.0,-9,10.0
2017-01-10 11:00:00,10,11,70.3,572,1.1,-10,8.2
2017-01-10 12:00:00,10,12,70.3,574,0.2,-12,9.2
2017-01-10 13:00:00,10,13,70.3,553,0.4,-16,10.3
2017-01-10 14:00:00,10,14,70.3,561,1.6,-13,9.3
2017-01-10 15:00:00,10,15,70.3,566,-0.1,-10,8.0
2017-01-10 16:00:00,10,16,70.3,555,-2.7,-16,8.7
2017-01-10 17:00:00,10,17,70.3,550,-3.4,-23,7.7
2017-01-10 18:00:00,10,18,70.3,543,-3.1,-23,7.1
2017-01-10 19:00:00,10,19,70.3,527,-1.7,-24,6.8
2017-01-10 20:00:00,10,20,70.3,523,-0.8,-23,6.9
2017-01-10 21:00:00,10,21,70.3,525,-0.8,-21,7.3
2017-01-10 22:00:00,10,22,70.3,511,-0.4,-17,7.1
2017-01-10 23:00:00,10,23,70.3,514,-0.8,-17,7.2
2017-01-11 00:00:00,11,0,72.0,515,-0.4,-17,7.0
2017-01-11 01:00:00,11,1,72.0,528,0.7,-13,6.0
2017-01-11 02:00:00,11,2,72.0,523,-0.5,-11,6.2
2017-01-11 03:00:00,11,3,72.0,522,0.0,-9,6.3
2017-01-11 04:00:00,11,4,72.0,521,-1.2,-11,5.5
2017-01-11 05:00:00,11,5,72.0,517,-0.8,-13,4.8
2017-01-11 06:00:00,11,6,72.0,510,-0.7,-18,4.8
2017-01-11 07:00:00,11,7,72.0,521,1.0,-15,6.6
2017-01-11 08:00:00,11,8,72.0,533,3.2,-13,8.7
2017-01-11 09:00:00,11,9,72.0,529,3.4,-8,9.9
2017-01-11 10:00:00,11,10,72.0,514,2.3,-5,9.6
2017-01-11 11:00:00,11,11,72.0,505,2.5,-3,9.9
2017-01-11 12:00:00,11,12,72.0,488,-0.8,-6,10.2
2017-01-11 13:00:00,11,13,72.0,483,-1.8,-12,11.0
2017-01-11 14:00:00,11,14,72.0,471,-0.8,-13,9.3
2017-01-11 15:00:00,11,15,72.0,464,-0.1,-10,8.2
2017-01-11 16:00:00,11,16,72.0,461,-2.1,-8,8.1
2017-01-11 17:00:00,11,17,72.0,455,-1.3,-11,6.8
2017-01-11 18:00:00,11,18,72.0,450,-0.1,-13,6.1
2017-01-11 19:00:00,11,19,72.0,446,-1.1,-14,5.7
2017-01-11 20:00:00,11,20,72.0,439,-0.1,-17,6.2
2017-01-11 21:00:00,11,21,72.0,434,-0.2,-20,6.5
2017-01-11 22:00:00,11,22,72.0,428,0.5,-16,5.9
2017-01-11 23:00:00,11,23,72.0,426,0.3,-14,5.9
2017-01-12 00:00:00,12,0,73.0,425,-0.3,-10,5.5
2017-01-12 01:00:00,12,1,73.0,423,-1.0,-10,5.0
2017-01-12 02:00:00,12,2,73.0,421,-1.6,-8,5.3
2017-01-12 03:00:00,12,3,73.0,421,-1.2,-8,5.4
2017-01-12 04:00:00,12,4,73.0,421,-0.9,-8,4.9
2017-01-12 05:00:00,12,5,73.0,419,0.1,-8,4.8
2017-01-12 06:00:00,12,6,73.0,415,1.4,-7,5.1
2017-01-12 07:00:00,12,7,73.0,409,0.6,-2,6.9
2017-01-12 08:00:00,12,8,73.0,406,-0.4,1,8.3
2017-01-12 09:00:00,12,9,73.0,404,0.8,1,9.0
2017-01-12 10:00:00,12,10,73.0,404,1.0,0,9.7
2017-01-12 11:00:00,12,11,73.0,389,-0.2,-1,11.2
2017-01-12 12:00:00,12,12,73.0,390,1.2,-3,10.7
2017-01-12 13:00:00,12,13,73.0,389,0.3,-5,10.2
2017-01-12 14:00:00,12,14,73.0,389,2.0,-6,10.3
2017-01-12 15:00:00,12,15,73.0,382,2.8,-7,8.9
2017-01-12 16:00:00,12,16,73.0,378,2.4,-8,7.2
2017-01-12 17:00:00,12,17,73.0,376,1.8,-5,6.5
2017-01-12 18:00:00,12,18,73.0,378,0.4,-5,6.6
2017-01-12 19:00:00,12,19,73.0,379,-0.3,-5,6.0
2017-01-12 20:00:00,12,20,73.0,381,-1.0,-7,6.2
2017-01-12 21:00:00,12,21,73.0,368,0.0,-7,6.5
2017-01-12 22:00:00,12,22,73.0,372,-0.8,-7,6.0
2017-01-12 23:00:00,12,23,73.0,373,-1.3,-9,6.0
2017-01-13 00:00:00,13,0,72.4,370,-1.6,-6,5.8
2017-01-13 01:00:00,13,1,72.4,371,-1.4,-6,5.2
2017-01-13 02:00:00,13,2,72.4,372,0.5,-2,5.9
2017-01-13 03:00:00,13,3,72.4,367,0.2,-1,5.9
2017-01-13 04:00:00,13,4,72.4,365,-0.8,-2,5.3
2017-01-13 05:00:00,13,5,72.4,363,-0.4,-1,5.3
2017-01-13 06:00:00,13,6,72.4,357,-0.3,-1,5.5
2017-01-13 07:00:00,13,7,72.4,357,0.3,1,7.2
2017-01-13 08:00:00,13,8,72.4,352,-0.1,0,8.4
2017-01-13 09:00:00,13,9,72.4,356,0.3,-1,9.9
2017-01-13 10:00:00,13,10,72.4,357,0.6,-2,10.5
2017-01-13 11:00:00,13,11,72.4,361,0.2,-3,9.9
2017-01-13 12:00:00,13,12,72.4,357,0.9,-4,9.9
2017-01-13 13:00:00,13,13,72.4,359,0.6,0,10.4
2017-01-13 14:00:00,13,14,72.4,363,-0.9,1,10.4
2017-01-13 15:00:00,13,15,72.4,366,-2.0,0,9.2
2017-01-13 16:00:00,13,16,72.4,374,1.3,-2,8.0
2017-01-13 17:00:00,13,17,72.4,376,1.4,1,7.3
2017-01-13 18:00:00,13,18,72.4,376,-0.7,-2,7.0
2017-01-13 19:00:00,13,19,72.4,372,1.8,0,6.3
2017-01-13 20:00:00,13,20,72.4,370,1.6,-1,6.5
2017-01-13 21:00:00,13,21,72.4,368,1.5,1,6.5
2017-01-13 22:00:00,13,22,72.4,366,0.7,1,6.3
2017-01-13 23:00:00,13,23,72.4,363,0.5,-1,6.4
2017-01-14 00:00:00,14,0,74.1,372,-0.3,-8,6.2
2017-01-14 01:00:00,14,1,74.1,383,-0.5,-7,5.1
2017-01-14 02:00:00,14,2,74.1,381,-1.4,-3,5.6
2017-01-14 03:00:00,14,3,74.1,380,-0.4,-3,5.6
2017-01-14 04:00:00,14,4,74.1,379,0.0,-3,5.1
2017-01-14 05:00:00,14,5,74.1,378,0.1,-5,5.1
2017-01-14 06:00:00,14,6,74.1,382,0.1,-3,5.2
2017-01-14 07:00:00,14,7,74.1,379,-0.6,-1,6.9
2017-01-14 08:00:00,14,8,74.1,388,0.6,2,8.4
2017-01-14 09:00:00,14,9,74.1,389,0.4,4,9.6
2017-01-14 10:00:00,14,10,74.1,384,-0.5,2,10.3
2017-01-14 11:00:00,14,11,74.1,378,0.4,1,9.8
2017-01-14 12:00:00,14,12,74.1,371,0.7,2,9.4
2017-01-14 13:00:00,14,13,74.1,367,0.1,0,10.0
2017-01-14 14:00:00,14,14,74.1,365,0.3,0,10.1
2017-01-14 15:00:00,14,15,74.1,363,-0.4,2,8.6
2017-01-14 16:00:00,14,16,74.1,364,-0.5,2,7.2
2017-01-14 17:00:00,14,17,74.1,360,-0.4,3,7.0
2017-01-14 18:00:00,14,18,74.1,353,-0.2,4,6.4
2017-01-14 19:00:00,14,19,74.1,352,0.6,3,5.7
2017-01-14 20:00:00,14,20,74.1,347,0.2,4,6.2
2017-01-14 21:00:00,14,21,74.1,343,-0.7,5,6.4
2017-01-14 22:00:00,14,22,74.1,340,-0.3,3,6.0
2017-01-14 23:00:00,14,23,74.1,342,-1.4,2,6.5
2017-01-15 00:00:00,15,0,75.0,345,-2.2,4,6.1
2017-01-15 01:00:00,15,1,75.0,346,-1.6,4,5.7
2017-01-15 02:00:00,15,2,75.0,341,2.0,5,6.7
2017-01-15 03:00:00,15,3,75.0,340,1.7,4,7.0
2017-01-15 04:00:00,15,4,75.0,345,1.5,7,6.7
2017-01-15 05:00:00,15,5,75.0,341,-2.1,8,7.3
2017-01-15 06:00:00,15,6,75.0,336,-2.5,7,7.6
2017-01-15 07:00:00,15,7,75.0,334,-0.2,9,8.4
2017-01-15 08:00:00,15,8,75.0,335,-2.2,8,10.3
2017-01-15 09:00:00,15,9,75.0,336,-2.5,7,11.9
2017-01-15 10:00:00,15,10,75.0,334,-1.6,5,12.7
2017-01-15 11:00:00,15,11,75.0,336,-2.7,6,12.0
2017-01-15 12:00:00,15,12,75.0,335,-3.6,6,11.5
2017-01-15 13:00:00,15,13,75.0,330,-4.0,2,11.5
2017-01-15 14:00:00,15,14,75.0,329,-2.8,5,11.5
2017-01-15 15:00:00,15,15,75.0,328,-2.8,4,9.4
2017-01-15 16:00:00,15,16,75.0,321,-2.4,2,7.8
2017-01-15 17:00:00,15,17,75.0,326,-0.1,-2,7.2
2017-01-15 18:00:00,15,18,75.0,329,-2.4,-5,6.8
2017-01-15 19:00:00,15,19,75.0,334,-1.6,-3,6.2
2017-01-15 20:00:00,15,20,75.0,334,-0.1,-4,6.2
2017-01-15 21:00:00,15,21,75.0,332,0.3,-5,6.5
2017-01-15 22:00:00,15,22,75.0,331,0.1,-5,6.3
2017-01-15 23:00:00,15,23,75.0,329,0.6,-4,6.8
2017-01-16 00:00:00,16,0,75.8,329,-1.1,2,6.6
2017-01-16 01:00:00,16,1,75.8,327,-1.4,5,6.6
2017-01-16 02:00:00,16,2,75.8,327,-0.2,2,7.0
2017-01-16 03:00:00,16,3,75.8,328,0.5,2,6.6
2017-01-16 04:00:00,16,4,75.8,329,0.6,5,5.6
2017-01-16 05:00:00,16,5,75.8,332,0.2,7,5.3
2017-01-16 06:00:00,16,6,75.8,329,1.6,8,5.4
2017-01-16 07:00:00,16,7,75.8,329,3.1,10,7.0
2017-01-16 08:00:00,16,8,75.8,327,2.7,8,8.3
2017-01-16 09:00:00,16,9,75.8,323,1.1,6,9.8
2017-01-16 10:00:00,16,10,75.8,319,0.0,5,10.2
2017-01-16 11:00:00,16,11,75.8,316,0.0,4,10.0
2017-01-16 12:00:00,16,12,75.8,318,1.1,5,9.6
2017-01-16 13:00:00,16,13,75.8,311,1.2,5,9.6
2017-01-16 14:00:00,16,14,75.8,310,0.4,7,9.9
2017-01-16 15:00:00,16,15,75.8,304,-0.2,8,9.4
2017-01-16 16:00:00,16,16,75.8,298,-0.7,6,7.8
2017-01-16 17:00:00,16,17,75.8,297,-0.7,6,7.0
2017-01-16 18:00:00,16,18,75.8,309,-1.5,6,6.7
2017-01-16 19:00:00,16,19,75.8,307,-1.0,4,6.1
2017-01-16 20:00:00,16,20,75.8,307,2.1,5,6.3
2017-01-16 21:00:00,16,21,75.8,305,1.9,2,6.1
2017-01-16 22:00:00,16,22,75.8,305,2.9,0,5.9
2017-01-16 23:00:00,16,23,75.8,320,-0.9,1,6.4
2017-01-17 00:00:00,17,0,76.1,318,-0.4,3,6.2
2017-01-17 01:00:00,17,1,76.1,315,-0.6,2,5.9
2017-01-17 02:00:00,17,2,76.1,317,-1.5,-1,6.7
2017-01-17 03:00:00,17,3,76.1,317,-0.5,-2,6.6
2017-01-17 04:00:00,17,4,76.1,317,0.8,-2,5.9
2017-01-17 05:00:00,17,5,76.1,318,1.2,-1,5.9
2017-01-17 06:00:00,17,6,76.1,312,1.9,0,5.8
2017-01-17 07:00:00,17,7,76.1,312,1.4,1,6.8
2017-01-17 08:00:00,17,8,76.1,311,1.4,3,8.2
2017-01-17 09:00:00,17,9,76.1,310,0.0,5,10.3
2017-01-17 10:00:00,17,10,76.1,312,-0.4,4,11.2
2017-01-17 11:00:00,17,11,76.1,316,-0.8,5,11.0
2017-01-17 12:00:00,17,12,76.1,312,0.5,5,10.7
2017-01-17 13:00:00,17,13,76.1,313,0.3,3,10.5
2017-01-17 14:00:00,17,14,76.1,318,-4.4,-2,10.9
2017-01-17 15:00:00,17,15,76.1,311,-3.0,-4,9.0
2017-01-17 16:00:00,17,16,76.1,308,-0.9,-3,7.2
2017-01-17 17:00:00,17,17,76.1,306,1.5,1,7.3
2017-01-17 18:00:00,17,18,76.1,302,1.9,4,6.8
2017-01-17 19:00:00,17,19,76.1,300,1.4,6,6.3
2017-01-17 20:00:00,17,20,76.1,301,0.5,8,6.6
